YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2025-01,WEEKDAY,22,TRAIN,NS7,14405,34692
2025-01,WEEKDAY,23,TRAIN,NS7,6039,17638
2025-01,WEEKENDS/HOLIDAY,0,TRAIN,NS7,1306,1780
2025-01,WEEKENDS/HOLIDAY,5,TRAIN,NS7,9127,1527
2025-01,WEEKENDS/HOLIDAY,6,TRAIN,NS7,16925,9400
2025-01,WEEKENDS/HOLIDAY,7,TRAIN,NS7,19292,17154
2025-01,WEEKENDS/HOLIDAY,8,TRAIN,NS7,17622,18907
2025-01,WEEKENDS/HOLIDAY,9,TRAIN,NS7,20981,15615
2025-01,WEEKENDS/HOLIDAY,10,TRAIN,NS7,16792,13063
2025-01,WEEKENDS/HOLIDAY,11,TRAIN,NS7,13713,12514
2025-01,WEEKENDS/HOLIDAY,12,TRAIN,NS7,13529,11913
2025-01,WEEKENDS/HOLIDAY,13,TRAIN,NS7,13307,11616
2025-01,WEEKENDS/HOLIDAY,14,TRAIN,NS7,13729,10322
2025-01,WEEKENDS/HOLIDAY,15,TRAIN,NS7,13631,11461
2025-01,WEEKENDS/HOLIDAY,16,TRAIN,NS7,15462,11988
2025-01,WEEKENDS/HOLIDAY,17,TRAIN,NS7,16122,14288
2025-01,WEEKENDS/HOLIDAY,18,TRAIN,NS7,20439,16394
2025-01,WEEKENDS/HOLIDAY,19,TRAIN,NS7,18254,15941
2025-01,WEEKENDS/HOLIDAY,20,TRAIN,NS7,17854,17213
2025-01,WEEKENDS/HOLIDAY,21,TRAIN,NS7,18642,17237
2025-01,WEEKENDS/HOLIDAY,22,TRAIN,NS7,16405,18319
2025-01,WEEKENDS/HOLIDAY,23,TRAIN,NS7,7993,10318
2025-01,WEEKDAY,0,TRAIN,NS8,590,3038
2025-01,WEEKDAY,5,TRAIN,NS8,13086,2134
2025-01,WEEKDAY,6,TRAIN,NS8,47572,11665
2025-01,WEEKDAY,7,TRAIN,NS8,73813,28936
2025-01,WEEKDAY,8,TRAIN,NS8,51162,18021
2025-01,WEEKDAY,9,TRAIN,NS8,31080,12569
2025-01,WEEKDAY,10,TRAIN,NS8,20471,10175
2025-01,WEEKDAY,11,TRAIN,NS8,17479,9638
2025-01,WEEKDAY,12,TRAIN,NS8,17442,11031
2025-01,WEEKDAY,13,TRAIN,NS8,18645,13725
2025-01,WEEKDAY,14,TRAIN,NS8,14750,13819
2025-01,WEEKDAY,15,TRAIN,NS8,15964,14971
2025-01,WEEKDAY,16,TRAIN,NS8,18021,17914
2025-01,WEEKDAY,17,TRAIN,NS8,28461,30536
2025-01,WEEKDAY,18,TRAIN,NS8,29728,50826
2025-01,WEEKDAY,19,TRAIN,NS8,19210,38236
2025-01,WEEKDAY,20,TRAIN,NS8,12891,23484
2025-01,WEEKDAY,21,TRAIN,NS8,10923,20437
2025-01,WEEKDAY,22,TRAIN,NS8,7010,16352
2025-01,WEEKDAY,23,TRAIN,NS8,3676,9170
2025-01,WEEKENDS/HOLIDAY,0,TRAIN,NS8,523,1660
2025-01,WEEKENDS/HOLIDAY,5,TRAIN,NS8,2556,408
2025-01,WEEKENDS/HOLIDAY,6,TRAIN,NS8,7782,2757
2025-01,WEEKENDS/HOLIDAY,7,TRAIN,NS8,9975,5516
2025-01,WEEKENDS/HOLIDAY,8,TRAIN,NS8,10820,6653
2025-01,WEEKENDS/HOLIDAY,9,TRAIN,NS8,12983,6309
2025-01,WEEKENDS/HOLIDAY,10,TRAIN,NS8,12017,6565
2025-01,WEEKENDS/HOLIDAY,11,TRAIN,NS8,11132,6555
2025-01,WEEKENDS/HOLIDAY,12,TRAIN,NS8,11248,7329
2025-01,WEEKENDS/HOLIDAY,13,TRAIN,NS8,10544,7927
2025-01,WEEKENDS/HOLIDAY,14,TRAIN,NS8,9736,8243
2025-01,WEEKENDS/HOLIDAY,15,TRAIN,NS8,9164,7966
2025-01,WEEKENDS/HOLIDAY,16,TRAIN,NS8,9364,8425
2025-01,WEEKENDS/HOLIDAY,17,TRAIN,NS8,10918,10044
2025-01,WEEKENDS/HOLIDAY,18,TRAIN,NS8,10052,10144
2025-01,WEEKENDS/HOLIDAY,19,TRAIN,NS8,8937,8703
2025-01,WEEKENDS/HOLIDAY,20,TRAIN,NS8,7180,9108
2025-01,WEEKENDS/HOLIDAY,21,TRAIN,NS8,6760,8533
2025-01,WEEKENDS/HOLIDAY,22,TRAIN,NS8,4807,7888
2025-01,WEEKENDS/HOLIDAY,23,TRAIN,NS8,2648,5196
2025-01,WEEKDAY,0,TRAIN,NS9/TE2,2170,9096
2025-01,WEEKDAY,5,TRAIN,NS9/TE2,21255,9323
2025-01,WEEKDAY,6,TRAIN,NS9/TE2,84686,42826
2025-01,WEEKDAY,7,TRAIN,NS9/TE2,146700,76093
2025-01,WEEKDAY,8,TRAIN,NS9/TE2,120891,70887
2025-01,WEEKDAY,9,TRAIN,NS9/TE2,65975,46217
2025-01,WEEKDAY,10,TRAIN,NS9/TE2,43371,38382
2025-01,WEEKDAY,11,TRAIN,NS9/TE2,41948,44140
2025-01,WEEKDAY,12,TRAIN,NS9/TE2,48425,52779
2025-01,WEEKDAY,13,TRAIN,NS9/TE2,50832,56793
2025-01,WEEKDAY,14,TRAIN,NS9/TE2,46878,60789
2025-01,WEEKDAY,15,TRAIN,NS9/TE2,45396,67353
2025-01,WEEKDAY,16,TRAIN,NS9/TE2,50988,81986
2025-01,WEEKDAY,17,TRAIN,NS9/TE2,73644,125146
2025-01,WEEKDAY,18,TRAIN,NS9/TE2,90040,192564
2025-01,WEEKDAY,19,TRAIN,NS9/TE2,59348,143651
2025-01,WEEKDAY,20,TRAIN,NS9/TE2,47523,84504
2025-01,WEEKDAY,21,TRAIN,NS9/TE2,43499,71729
2025-01,WEEKDAY,22,TRAIN,NS9/TE2,27111,62817
2025-01,WEEKDAY,23,TRAIN,NS9/TE2,11827,32947
2025-01,WEEKENDS/HOLIDAY,0,TRAIN,NS9/TE2,1457,5220
2025-01,WEEKENDS/HOLIDAY,5,TRAIN,NS9/TE2,3820,2475
2025-01,WEEKENDS/HOLIDAY,6,TRAIN,NS9/TE2,14846,9563
2025-01,WEEKENDS/HOLIDAY,7,TRAIN,NS9/TE2,19623,16599
2025-01,WEEKENDS/HOLIDAY,8,TRAIN,NS9/TE2,23909,21262
2025-01,WEEKENDS/HOLIDAY,9,TRAIN,NS9/TE2,27825,22661
2025-01,WEEKENDS/HOLIDAY,10,TRAIN,NS9/TE2,27973,24758
2025-01,WEEKENDS/HOLIDAY,11,TRAIN,NS9/TE2,30171,29384
2025-01,WEEKENDS/HOLIDAY,12,TRAIN,NS9/TE2,32192,32262
2025-01,WEEKENDS/HOLIDAY,13,TRAIN,NS9/TE2,33350,35824
2025-01,WEEKENDS/HOLIDAY,14,TRAIN,NS9/TE2,33302,34542
2025-01,WEEKENDS/HOLIDAY,15,TRAIN,NS9/TE2,32530,34983
2025-01,WEEKENDS/HOLIDAY,16,TRAIN,NS9/TE2,32765,36691
2025-01,WEEKENDS/HOLIDAY,17,TRAIN,NS9/TE2,34878,42054
2025-01,WEEKENDS/HOLIDAY,18,TRAIN,NS9/TE2,33032,43495
2025-01,WEEKENDS/HOLIDAY,19,TRAIN,NS9/TE2,28744,40341
2025-01,WEEKENDS/HOLIDAY,20,TRAIN,NS9/TE2,26839,37060
2025-01,WEEKENDS/HOLIDAY,21,TRAIN,NS9/TE2,23765,33523
2025-01,WEEKENDS/HOLIDAY,22,TRAIN,NS9/TE2,16214,32389
2025-01,WEEKENDS/HOLIDAY,23,TRAIN,NS9/TE2,7419,18760
2025-01,WEEKDAY,0,TRAIN,PE1,61,792
2025-01,WEEKDAY,5,TRAIN,PE1,1488,156
2025-01,WEEKDAY,6,TRAIN,PE1,5681,1507
2025-01,WEEKDAY,7,TRAIN,PE1,11507,4979
2025-01,WEEKDAY,8,TRAIN,PE1,10451,1893
2025-01,WEEKDAY,9,TRAIN,PE1,5439,1349
2025-01,WEEKDAY,10,TRAIN,PE1,3961,1461
2025-01,WEEKDAY,11,TRAIN,PE1,3447,1959
2025-01,WEEKDAY,12,TRAIN,PE1,3415,2826
2025-01,WEEKDAY,13,TRAIN,PE1,4444,4545
2025-01,WEEKDAY,14,TRAIN,PE1,4743,3973
2025-01,WEEKDAY,15,TRAIN,PE1,3112,4056
2025-01,WEEKDAY,16,TRAIN,PE1,3225,4878
2025-01,WEEKDAY,17,TRAIN,PE1,3843,5748
2025-01,WEEKDAY,18,TRAIN,PE1,4129,8414
2025-01,WEEKDAY,19,TRAIN,PE1,2950,8418
2025-01,WEEKDAY,20,TRAIN,PE1,1507,6106
2025-01,WEEKDAY,21,TRAIN,PE1,1062,5200
2025-01,WEEKDAY,22,TRAIN,PE1,628,4165
2025-01,WEEKDAY,23,TRAIN,PE1,274,2365
2025-01,WEEKENDS/HOLIDAY,0,TRAIN,PE1,45,441
2025-01,WEEKENDS/HOLIDAY,5,TRAIN,PE1,286,47
2025-01,WEEKENDS/HOLIDAY,6,TRAIN,PE1,900,162
2025-01,WEEKENDS/HOLIDAY,7,TRAIN,PE1,1134,407
2025-01,WEEKENDS/HOLIDAY,8,TRAIN,PE1,2070,735
2025-01,WEEKENDS/HOLIDAY,9,TRAIN,PE1,2463,747
2025-01,WEEKENDS/HOLIDAY,10,TRAIN,PE1,2615,1135
2025-01,WEEKENDS/HOLIDAY,11,TRAIN,PE1,2569,1471
2025-01,WEEKENDS/HOLIDAY,12,TRAIN,PE1,2464,1784
2025-01,WEEKENDS/HOLIDAY,13,TRAIN,PE1,2279,1984
2025-01,WEEKENDS/HOLIDAY,14,TRAIN,PE1,1897,2095
2025-01,WEEKENDS/HOLIDAY,15,TRAIN,PE1,1954,1923
2025-01,WEEKENDS/HOLIDAY,16,TRAIN,PE1,2077,1955
2025-01,WEEKENDS/HOLIDAY,17,TRAIN,PE1,2213,2102
2025-01,WEEKENDS/HOLIDAY,18,TRAIN,PE1,2101,2486
2025-01,WEEKENDS/HOLIDAY,19,TRAIN,PE1,1618,2418
2025-01,WEEKENDS/HOLIDAY,20,TRAIN,PE1,956,2510
2025-01,WEEKENDS/HOLIDAY,21,TRAIN,PE1,664,2608
2025-01,WEEKENDS/HOLIDAY,22,TRAIN,PE1,407,2206
2025-01,WEEKENDS/HOLIDAY,23,TRAIN,PE1,238,1289
2025-01,WEEKDAY,0,TRAIN,PE2,85,1005
2025-01,WEEKDAY,5,TRAIN,PE2,2172,207
2025-01,WEEKDAY,6,TRAIN,PE2,10236,2642
2025-01,WEEKDAY,7,TRAIN,PE2,19181,9075
2025-01,WEEKDAY,8,TRAIN,PE2,15230,2373
2025-01,WEEKDAY,9,TRAIN,PE2,8179,2043
2025-01,WEEKDAY,10,TRAIN,PE2,6661,2087
2025-01,WEEKDAY,11,TRAIN,PE2,5786,3034
2025-01,WEEKDAY,12,TRAIN,PE2,5959,4486
2025-01,WEEKDAY,13,TRAIN,PE2,10525,6646
2025-01,WEEKDAY,14,TRAIN,PE2,5716,6702
2025-01,WEEKDAY,15,TRAIN,PE2,4148,6185
2025-01,WEEKDAY,16,TRAIN,PE2,5557,6643
2025-01,WEEKDAY,17,TRAIN,PE2,6210,8349
2025-01,WEEKDAY,18,TRAIN,PE2,5910,12464
2025-01,WEEKDAY,19,TRAIN,PE2,3890,13177
2025-01,WEEKDAY,20,TRAIN,PE2,2019,8885
2025-01,WEEKDAY,21,TRAIN,PE2,1294,7893
2025-01,WEEKDAY,22,TRAIN,PE2,811,5989
2025-01,WEEKDAY,23,TRAIN,PE2,400,3352
2025-01,WEEKENDS/HOLIDAY,0,TRAIN,PE2,57,580
2025-01,WEEKENDS/HOLIDAY,5,TRAIN,PE2,519,38
2025-01,WEEKENDS/HOLIDAY,6,TRAIN,PE2,1229,184
2025-01,WEEKENDS/HOLIDAY,7,TRAIN,PE2,2155,523
2025-01,WEEKENDS/HOLIDAY,8,TRAIN,PE2,3380,877
2025-01,WEEKENDS/HOLIDAY,9,TRAIN,PE2,3793,1165
2025-01,WEEKENDS/HOLIDAY,10,TRAIN,PE2,4064,1310
2025-01,WEEKENDS/HOLIDAY,11,TRAIN,PE2,4095,2010
2025-01,WEEKENDS/HOLIDAY,12,TRAIN,PE2,3922,2511
2025-01,WEEKENDS/HOLIDAY,13,TRAIN,PE2,3254,3020
2025-01,WEEKENDS/HOLIDAY,14,TRAIN,PE2,2864,2986
2025-01,WEEKENDS/HOLIDAY,15,TRAIN,PE2,2969,3032
2025-01,WEEKENDS/HOLIDAY,16,TRAIN,PE2,3094,3000
2025-01,WEEKENDS/HOLIDAY,17,TRAIN,PE2,3361,3286
2025-01,WEEKENDS/HOLIDAY,18,TRAIN,PE2,2896,3661
2025-01,WEEKENDS/HOLIDAY,19,TRAIN,PE2,2122,3878
2025-01,WEEKENDS/HOLIDAY,20,TRAIN,PE2,1281,3948
2025-01,WEEKENDS/HOLIDAY,21,TRAIN,PE2,786,3889
2025-01,WEEKENDS/HOLIDAY,22,TRAIN,PE2,516,3037
2025-01,WEEKENDS/HOLIDAY,23,TRAIN,PE2,233,1764
2025-01,WEEKDAY,0,TRAIN,PE3,65,786
2025-01,WEEKDAY,5,TRAIN,PE3,1622,297
2025-01,WEEKDAY,6,TRAIN,PE3,10029,1815
2025-01,WEEKDAY,7,TRAIN,PE3,17298,6431
2025-01,WEEKDAY,8,TRAIN,PE3,13830,10544
2025-01,WEEKDAY,9,TRAIN,PE3,8562,4340
2025-01,WEEKDAY,10,TRAIN,PE3,6619,3844
2025-01,WEEKDAY,11,TRAIN,PE3,6884,4488
2025-01,WEEKDAY,12,TRAIN,PE3,6739,5518
2025-01,WEEKDAY,13,TRAIN,PE3,8116,7460
2025-01,WEEKDAY,14,TRAIN,PE3,6053,8810
2025-01,WEEKDAY,15,TRAIN,PE3,9020,8297
2025-01,WEEKDAY,16,TRAIN,PE3,6627,8452
2025-01,WEEKDAY,17,TRAIN,PE3,7766,10467
2025-01,WEEKDAY,18,TRAIN,PE3,6825,14723
2025-01,WEEKDAY,19,TRAIN,PE3,5298,14665
2025-01,WEEKDAY,20,TRAIN,PE3,3084,9032
2025-01,WEEKDAY,21,TRAIN,PE3,2792,6945
2025-01,WEEKDAY,22,TRAIN,PE3,1171,5153
2025-01,WEEKDAY,23,TRAIN,PE3,441,2688
2025-01,WEEKENDS/HOLIDAY,0,TRAIN,PE3,58,432
2025-01,WEEKENDS/HOLIDAY,5,TRAIN,PE3,358,92
2025-01,WEEKENDS/HOLIDAY,6,TRAIN,PE3,995,430
2025-01,WEEKENDS/HOLIDAY,7,TRAIN,PE3,1740,943
2025-01,WEEKENDS/HOLIDAY,8,TRAIN,PE3,3175,2312
2025-01,WEEKENDS/HOLIDAY,9,TRAIN,PE3,3899,2520
2025-01,WEEKENDS/HOLIDAY,10,TRAIN,PE3,4541,2974
2025-01,WEEKENDS/HOLIDAY,11,TRAIN,PE3,4963,3127
2025-01,WEEKENDS/HOLIDAY,12,TRAIN,PE3,5008,3261
2025-01,WEEKENDS/HOLIDAY,13,TRAIN,PE3,4168,3557
2025-01,WEEKENDS/HOLIDAY,14,TRAIN,PE3,3615,3591
2025-01,WEEKENDS/HOLIDAY,15,TRAIN,PE3,3397,3282
2025-01,WEEKENDS/HOLIDAY,16,TRAIN,PE3,3402,3606
2025-01,WEEKENDS/HOLIDAY,17,TRAIN,PE3,3963,3899
2025-01,WEEKENDS/HOLIDAY,18,TRAIN,PE3,3428,4125
2025-01,WEEKENDS/HOLIDAY,19,TRAIN,PE3,2496,4091
2025-01,WEEKENDS/HOLIDAY,20,TRAIN,PE3,1670,3794
2025-01,WEEKENDS/HOLIDAY,21,TRAIN,PE3,1123,3577
2025-01,WEEKENDS/HOLIDAY,22,TRAIN,PE3,624,2834
2025-01,WEEKENDS/HOLIDAY,23,TRAIN,PE3,268,1535
2025-01,WEEKDAY,0,TRAIN,PE4,55,264
2025-01,WEEKDAY,5,TRAIN,PE4,659,135
2025-01,WEEKDAY,6,TRAIN,PE4,2944,474
2025-01,WEEKDAY,7,TRAIN,PE4,5680,1643
2025-01,WEEKDAY,8,TRAIN,PE4,3550,1424
2025-01,WEEKDAY,9,TRAIN,PE4,1938,744
2025-01,WEEKDAY,10,TRAIN,PE4,1515,686
2025-01,WEEKDAY,11,TRAIN,PE4,1615,983
2025-01,WEEKDAY,12,TRAIN,PE4,1630,1366
2025-01,WEEKDAY,13,TRAIN,PE4,1702,2106
2025-01,WEEKDAY,14,TRAIN,PE4,1378,2601
2025-01,WEEKDAY,15,TRAIN,PE4,1354,2036
2025-01,WEEKDAY,16,TRAIN,PE4,1541,2144
2025-01,WEEKDAY,17,TRAIN,PE4,2199,2609
2025-01,WEEKDAY,18,TRAIN,PE4,2295,3318
2025-01,WEEKDAY,19,TRAIN,PE4,1635,3728
2025-01,WEEKDAY,20,TRAIN,PE4,1171,2602
2025-01,WEEKDAY,21,TRAIN,PE4,924,2045
2025-01,WEEKDAY,22,TRAIN,PE4,794,1706
2025-01,WEEKDAY,23,TRAIN,PE4,358,916
2025-01,WEEKENDS/HOLIDAY,0,TRAIN,PE4,22,186
2025-01,WEEKENDS/HOLIDAY,5,TRAIN,PE4,146,11
2025-01,WEEKENDS/HOLIDAY,6,TRAIN,PE4,363,92
2025-01,WEEKENDS/HOLIDAY,7,TRAIN,PE4,534,281
2025-01,WEEKENDS/HOLIDAY,8,TRAIN,PE4,794,490
2025-01,WEEKENDS/HOLIDAY,9,TRAIN,PE4,980,492
2025-01,WEEKENDS/HOLIDAY,10,TRAIN,PE4,1118,674
2025-01,WEEKENDS/HOLIDAY,11,TRAIN,PE4,1309,850
2025-01,WEEKENDS/HOLIDAY,12,TRAIN,PE4,1352,993
2025-01,WEEKENDS/HOLIDAY,13,TRAIN,PE4,1059,1135
2025-01,WEEKENDS/HOLIDAY,14,TRAIN,PE4,1047,1116
2025-01,WEEKENDS/HOLIDAY,15,TRAIN,PE4,993,1177
2025-01,WEEKENDS/HOLIDAY,16,TRAIN,PE4,1256,1107
2025-01,WEEKENDS/HOLIDAY,17,TRAIN,PE4,1293,1310
2025-01,WEEKENDS/HOLIDAY,18,TRAIN,PE4,1122,1342
2025-01,WEEKENDS/HOLIDAY,19,TRAIN,PE4,965,1413
2025-01,WEEKENDS/HOLIDAY,20,TRAIN,PE4,683,1219
2025-01,WEEKENDS/HOLIDAY,21,TRAIN,PE4,646,1125
2025-01,WEEKENDS/HOLIDAY,22,TRAIN,PE4,502,906
2025-01,WEEKENDS/HOLIDAY,23,TRAIN,PE4,248,486
2025-01,WEEKDAY,0,TRAIN,PE5,51,881
2025-01,WEEKDAY,5,TRAIN,PE5,2659,157
2025-01,WEEKDAY,6,TRAIN,PE5,13619,1676
2025-01,WEEKDAY,7,TRAIN,PE5,24265,7207
2025-01,WEEKDAY,8,TRAIN,PE5,17095,2925
2025-01,WEEKDAY,9,TRAIN,PE5,8540,2476
2025-01,WEEKDAY,10,TRAIN,PE5,6345,2221
2025-01,WEEKDAY,11,TRAIN,PE5,5710,3133
2025-01,WEEKDAY,12,TRAIN,PE5,5998,4000
2025-01,WEEKDAY,13,TRAIN,PE5,7559,7443
2025-01,WEEKDAY,14,TRAIN,PE5,7079,7472
2025-01,WEEKDAY,15,TRAIN,PE5,4779,6947
2025-01,WEEKDAY,16,TRAIN,PE5,5266,7514
2025-01,WEEKDAY,17,TRAIN,PE5,6490,9529
2025-01,WEEKDAY,18,TRAIN,PE5,5953,14589
2025-01,WEEKDAY,19,TRAIN,PE5,3802,13967
2025-01,WEEKDAY,20,TRAIN,PE5,2147,9264
2025-01,WEEKDAY,21,TRAIN,PE5,1215,7604
2025-01,WEEKDAY,22,TRAIN,PE5,827,5442
2025-01,WEEKDAY,23,TRAIN,PE5,278,3135
2025-01,WEEKENDS/HOLIDAY,0,TRAIN,PE5,32,480
2025-01,WEEKENDS/HOLIDAY,5,TRAIN,PE5,602,23
2025-01,WEEKENDS/HOLIDAY,6,TRAIN,PE5,1266,202
2025-01,WEEKENDS/HOLIDAY,7,TRAIN,PE5,2291,495
2025-01,WEEKENDS/HOLIDAY,8,TRAIN,PE5,3531,1160
2025-01,WEEKENDS/HOLIDAY,9,TRAIN,PE5,3883,1210
2025-01,WEEKENDS/HOLIDAY,10,TRAIN,PE5,4558,1417
2025-01,WEEKENDS/HOLIDAY,11,TRAIN,PE5,4226,2019
2025-01,WEEKENDS/HOLIDAY,12,TRAIN,PE5,3998,2506
2025-01,WEEKENDS/HOLIDAY,13,TRAIN,PE5,3373,2971
2025-01,WEEKENDS/HOLIDAY,14,TRAIN,PE5,2901,2861
2025-01,WEEKENDS/HOLIDAY,15,TRAIN,PE5,2897,2954
2025-01,WEEKENDS/HOLIDAY,16,TRAIN,PE5,3055,3022
2025-01,WEEKENDS/HOLIDAY,17,TRAIN,PE5,3199,3360
2025-01,WEEKENDS/HOLIDAY,18,TRAIN,PE5,2729,3831
2025-01,WEEKENDS/HOLIDAY,19,TRAIN,PE5,2001,3683
2025-01,WEEKENDS/HOLIDAY,20,TRAIN,PE5,1208,3739
2025-01,WEEKENDS/HOLIDAY,21,TRAIN,PE5,806,3640
2025-01,WEEKENDS/HOLIDAY,22,TRAIN,PE5,496,2885
2025-01,WEEKENDS/HOLIDAY,23,TRAIN,PE5,226,1686
2025-01,WEEKDAY,0,TRAIN,PE6,63,627
2025-01,WEEKDAY,5,TRAIN,PE6,2030,306
2025-01,WEEKDAY,6,TRAIN,PE6,10216,2617
2025-01,WEEKDAY,7,TRAIN,PE6,17945,7737
2025-01,WEEKDAY,8,TRAIN,PE6,14182,6581
2025-01,WEEKDAY,9,TRAIN,PE6,9197,6662
2025-01,WEEKDAY,10,TRAIN,PE6,8031,6027
2025-01,WEEKDAY,11,TRAIN,PE6,8413,6178
2025-01,WEEKDAY,12,TRAIN,PE6,8897,6441
2025-01,WEEKDAY,13,TRAIN,PE6,8693,9744
2025-01,WEEKDAY,14,TRAIN,PE6,8221,10599
2025-01,WEEKDAY,15,TRAIN,PE6,7623,9003
2025-01,WEEKDAY,16,TRAIN,PE6,8488,9017
2025-01,WEEKDAY,17,TRAIN,PE6,9781,11294
2025-01,WEEKDAY,18,TRAIN,PE6,8859,16980
2025-01,WEEKDAY,19,TRAIN,PE6,6652,15303
2025-01,WEEKDAY,20,TRAIN,PE6,5384,8414
2025-01,WEEKDAY,21,TRAIN,PE6,4625,6005
2025-01,WEEKDAY,22,TRAIN,PE6,2078,4656
2025-01,WEEKDAY,23,TRAIN,PE6,573,2366
2025-01,WEEKENDS/HOLIDAY,0,TRAIN,PE6,49,340
2025-01,WEEKENDS/HOLIDAY,5,TRAIN,PE6,432,77
2025-01,WEEKENDS/HOLIDAY,6,TRAIN,PE6,878,602
2025-01,WEEKENDS/HOLIDAY,7,TRAIN,PE6,1684,1205
2025-01,WEEKENDS/HOLIDAY,8,TRAIN,PE6,3158,2487
2025-01,WEEKENDS/HOLIDAY,9,TRAIN,PE6,3971,2863
2025-01,WEEKENDS/HOLIDAY,10,TRAIN,PE6,4870,3564
2025-01,WEEKENDS/HOLIDAY,11,TRAIN,PE6,5458,3895
2025-01,WEEKENDS/HOLIDAY,12,TRAIN,PE6,5439,4157
2025-01,WEEKENDS/HOLIDAY,13,TRAIN,PE6,4826,4385
2025-01,WEEKENDS/HOLIDAY,14,TRAIN,PE6,4553,4026
2025-01,WEEKENDS/HOLIDAY,15,TRAIN,PE6,4156,3708
2025-01,WEEKENDS/HOLIDAY,16,TRAIN,PE6,4210,4106
2025-01,WEEKENDS/HOLIDAY,17,TRAIN,PE6,4515,4495
2025-01,WEEKENDS/HOLIDAY,18,TRAIN,PE6,4007,4776
2025-01,WEEKENDS/HOLIDAY,19,TRAIN,PE6,3384,4332
2025-01,WEEKENDS/HOLIDAY,20,TRAIN,PE6,2605,3516
2025-01,WEEKENDS/HOLIDAY,21,TRAIN,PE6,1969,3038
2025-01,WEEKENDS/HOLIDAY,22,TRAIN,PE6,1185,2463
2025-01,WEEKENDS/HOLIDAY,23,TRAIN,PE6,317,1249
2025-01,WEEKDAY,0,TRAIN,PE7,22,520
2025-01,WEEKDAY,5,TRAIN,PE7,1228,153
2025-01,WEEKDAY,6,TRAIN,PE7,8844,1660
2025-01,WEEKDAY,7,TRAIN,PE7,12803,3910
2025-01,WEEKDAY,8,TRAIN,PE7,9945,2788
2025-01,WEEKDAY,9,TRAIN,PE7,5572,2159
2025-01,WEEKDAY,10,TRAIN,PE7,4480,1746
2025-01,WEEKDAY,11,TRAIN,PE7,3671,2277
2025-01,WEEKDAY,12,TRAIN,PE7,4072,3103
2025-01,WEEKDAY,13,TRAIN,PE7,5259,4954
2025-01,WEEKDAY,14,TRAIN,PE7,3374,5568
2025-01,WEEKDAY,15,TRAIN,PE7,2966,5135
2025-01,WEEKDAY,16,TRAIN,PE7,3843,5343
2025-01,WEEKDAY,17,TRAIN,PE7,4700,7100
2025-01,WEEKDAY,18,TRAIN,PE7,4904,10767
2025-01,WEEKDAY,19,TRAIN,PE7,2854,9677
2025-01,WEEKDAY,20,TRAIN,PE7,1514,6764
2025-01,WEEKDAY,21,TRAIN,PE7,1080,5491
2025-01,WEEKDAY,22,TRAIN,PE7,584,3877
2025-01,WEEKDAY,23,TRAIN,PE7,261,2129
2025-01,WEEKENDS/HOLIDAY,0,TRAIN,PE7,13,328
2025-01,WEEKENDS/HOLIDAY,5,TRAIN,PE7,302,12
2025-01,WEEKENDS/HOLIDAY,6,TRAIN,PE7,892,170
2025-01,WEEKENDS/HOLIDAY,7,TRAIN,PE7,1447,384
2025-01,WEEKENDS/HOLIDAY,8,TRAIN,PE7,2596,732
2025-01,WEEKENDS/HOLIDAY,9,TRAIN,PE7,2832,858
2025-01,WEEKENDS/HOLIDAY,10,TRAIN,PE7,3204,1197
2025-01,WEEKENDS/HOLIDAY,11,TRAIN,PE7,3257,1613
2025-01,WEEKENDS/HOLIDAY,12,TRAIN,PE7,3116,2115
2025-01,WEEKENDS/HOLIDAY,13,TRAIN,PE7,2506,2126
2025-01,WEEKENDS/HOLIDAY,14,TRAIN,PE7,2137,2546
2025-01,WEEKENDS/HOLIDAY,15,TRAIN,PE7,2031,2428
2025-01,WEEKENDS/HOLIDAY,16,TRAIN,PE7,2124,2402
2025-01,WEEKENDS/HOLIDAY,17,TRAIN,PE7,2501,2466
2025-01,WEEKENDS/HOLIDAY,18,TRAIN,PE7,2025,2625
2025-01,WEEKENDS/HOLIDAY,19,TRAIN,PE7,1329,2819
2025-01,WEEKENDS/HOLIDAY,20,TRAIN,PE7,950,2915
2025-01,WEEKENDS/HOLIDAY,21,TRAIN,PE7,616,2669
2025-01,WEEKENDS/HOLIDAY,22,TRAIN,PE7,331,2150
2025-01,WEEKENDS/HOLIDAY,23,TRAIN,PE7,139,1169
2025-01,WEEKDAY,0,TRAIN,PW1,30,29
2025-01,WEEKDAY,5,TRAIN,PW1,27,52
2025-01,WEEKDAY,6,TRAIN,PW1,46,744
2025-01,WEEKDAY,7,TRAIN,PW1,360,1671
2025-01,WEEKDAY,8,TRAIN,PW1,761,2352
2025-01,WEEKDAY,9,TRAIN,PW1,911,2289
2025-01,WEEKDAY,10,TRAIN,PW1,731,1835
2025-01,WEEKDAY,11,TRAIN,PW1,1005,2132
2025-01,WEEKDAY,12,TRAIN,PW1,1512,2115
2025-01,WEEKDAY,13,TRAIN,PW1,1516,2380
2025-01,WEEKDAY,14,TRAIN,PW1,1500,2466
2025-01,WEEKDAY,15,TRAIN,PW1,1830,2683
2025-01,WEEKDAY,16,TRAIN,PW1,2381,2697
2025-01,WEEKDAY,17,TRAIN,PW1,3272,3204
